date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:17:19	13335/13335	---M--	200	added ('OK')	image/png	etag:%22973bdd4f0edd9358a1911276a3bc20c2%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/typescript_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/typescript_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:19	1577/1577	---M--	200	added ('OK')	image/png	etag:%224ba52bb191c422b4927319b1064277e6%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/typescript_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/typescript_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:20	12577/12577	---M--	200	added ('OK')	image/png	etag:%22fc781fda043841107d19fc8d4c2666ae%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/devops_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/devops_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:20	5163/5163	---M--	200	added ('OK')	image/png	etag:%22a2b5367802fc3c49755252cf880dcf5b%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/devops_40x40@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/devops_40x40@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:23	151908/151908	---M--	200	added ('OK')	text/html	etag:%22c7a4b94b46de10d6186f461db5f7f480%22	http://tutorio-bootstrap.frontendmatter.com/path.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/path.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:25	121822/121822	---M--	200	added ('OK')	text/html	etag:%22843eb9396b93103251d77c6e7fc7f51e%22	http://tutorio-bootstrap.frontendmatter.com/paths.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/paths.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:28	6638/6638	---M--	200	added ('OK')	image/jpeg	etag:%22e5f925c08fdf10935d94ee2c972b3ca6%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-1.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-1.jpg	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:28	82349/82349	---M--	200	added ('OK')	image/png	etag:%22849b0b12c93e3f4e780793073c8c83e0%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_testing_430x168.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/paths/angular_testing_430x168.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:29	6441/6441	---M--	200	added ('OK')	image/jpeg	etag:%22bbb5ea98e05a20c75acf3758e5b82367%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-2.jpg	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/people/110/guy-2.jpg	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:29	182104/182104	---M--	200	added ('OK')	text/html	etag:%22d930707d9ecdd7d15c3b734dc9a42151%22	http://tutorio-bootstrap.frontendmatter.com/library-featured.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/library-featured.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:31	185934/185934	---M--	200	added ('OK')	text/html	etag:%22f48612715106d24b64f0b061af1ac7b5%22	http://tutorio-bootstrap.frontendmatter.com/library-filters.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/library-filters.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:33	81752/81752	---M--	200	added ('OK')	text/html	etag:%223d77f76bacef6ed2e4c9625110233ecd%22	http://tutorio-bootstrap.frontendmatter.com/signup.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/signup.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:35	83546/83546	---M--	200	added ('OK')	text/html	etag:%22ae6aaba7d852c29e28f469239ff458f8%22	http://tutorio-bootstrap.frontendmatter.com/signup-payment.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/signup-payment.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:37	96404/96404	---M--	200	added ('OK')	text/html	etag:%227f6eeaa33a9535c884d20f70810f2e06%22	http://tutorio-bootstrap.frontendmatter.com/student-discussions.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-discussions.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:39	98252/98252	---M--	200	added ('OK')	text/html	etag:%2286f3ebd789a0ef054299ae8ae31e5c71%22	http://tutorio-bootstrap.frontendmatter.com/student-discussions-ask.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-discussions-ask.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:41	94798/94798	---M--	200	added ('OK')	text/html	etag:%22c2b2a5977e57626b56e5fc0c71d381c8%22	http://tutorio-bootstrap.frontendmatter.com/student-profile.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-profile.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:43	95235/95235	---M--	200	added ('OK')	text/html	etag:%22e9bbec24f646660fd0b9bce316361cb8%22	http://tutorio-bootstrap.frontendmatter.com/instructor-profile.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-profile.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:45	1852/1852	---M--	200	added ('OK')	image/png	etag:%22b97b229f76c4f4dec481bdda8a3aaa84%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/logo/black-70@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/logo/black-70@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:45	643/643	---M--	200	added ('OK')	image/png	etag:%2270f3b54b2ad00bc04170062d786d6212%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/facebook-square@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/facebook-square@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:46	1071/1071	---M--	200	added ('OK')	image/png	etag:%22fa2112696ca9ae41efbb7caf1135f224%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/twitter-square@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/twitter-square@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:47	1155/1155	---M--	200	added ('OK')	image/png	etag:%221be959da33bc04a888f4e95871ccf5d9%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/vimeo-square@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/vimeo-square@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:48	870/870	---M--	200	added ('OK')	image/png	etag:%229f6507ffbb3f6ae4506bcb8f17ea9e3b%22	http://tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/youtube-square@2x.png	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/assets/images/icon/footer/youtube-square@2x.png	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:51	124671/124671	---M--	200	added ('OK')	text/html	etag:%22a19d93f851c4831fd7fd2e8028bf236a%22	http://tutorio-bootstrap.frontendmatter.com/library-filters-list.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/library-filters-list.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:51	82783/82783	---M--	200	added ('OK')	text/html	etag:%22592212787b8b75dd1db960e34a3f2145%22	http://tutorio-bootstrap.frontendmatter.com/lesson.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/lesson.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:53	148052/148052	---M--	200	added ('OK')	text/html	etag:%22784583def1f63e46e59b14eedd66be3a%22	http://tutorio-bootstrap.frontendmatter.com/student-dashboard.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-dashboard.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:55	146279/146279	---M--	200	added ('OK')	text/html	etag:%2236b6d9489c95898489dae84605f9326f%22	http://tutorio-bootstrap.frontendmatter.com/student-my-courses.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-my-courses.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:57	157168/157168	---M--	200	added ('OK')	text/html	etag:%22dfdcb6d405184a9aaccb73770aa2e835%22	http://tutorio-bootstrap.frontendmatter.com/student-take-course.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-take-course.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:17:59	95523/95523	---M--	200	added ('OK')	text/html	etag:%22623d386cb7a7b4cf1bc5101dad2f4c0d%22	http://tutorio-bootstrap.frontendmatter.com/student-take-lesson.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-take-lesson.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:01	90359/90359	---M--	200	added ('OK')	text/html	etag:%229b77e2db3aae83c9efe6a66a585dd63c%22	http://tutorio-bootstrap.frontendmatter.com/student-take-quiz.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-take-quiz.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:03	88937/88937	---M--	200	added ('OK')	text/html	etag:%2253b387a9c2a2d60d36960e23f121d240%22	http://tutorio-bootstrap.frontendmatter.com/student-quiz-result-details.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-quiz-result-details.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:05	94453/94453	---M--	200	added ('OK')	text/html	etag:%220c5660e6f4a1689a9161a33d03b5143f%22	http://tutorio-bootstrap.frontendmatter.com/student-quiz-results.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-quiz-results.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:07	92562/92562	---M--	200	added ('OK')	text/html	etag:%226678eefae258218e9b1e8cf90672064f%22	http://tutorio-bootstrap.frontendmatter.com/student-path-assessment.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-path-assessment.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:09	123071/123071	---M--	200	added ('OK')	text/html	etag:%2282dd54353c4ef1c54e9c33dc810f84ba%22	http://tutorio-bootstrap.frontendmatter.com/student-path-assessment-result.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-path-assessment-result.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:11	107077/107077	---M--	200	added ('OK')	text/html	etag:%222ccdccb75b6e831fbcdff5bb09926e3c%22	http://tutorio-bootstrap.frontendmatter.com/instructor-dashboard.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-dashboard.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:13	116197/116197	---M--	200	added ('OK')	text/html	etag:%22b4bedb863636e49b6d39809b192b4bf7%22	http://tutorio-bootstrap.frontendmatter.com/instructor-courses.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-courses.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:15	91307/91307	---M--	200	added ('OK')	text/html	etag:%22d5580ce90bb80b1aaf3df35d90911d8d%22	http://tutorio-bootstrap.frontendmatter.com/instructor-quizzes.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-quizzes.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:17	94477/94477	---M--	200	added ('OK')	text/html	etag:%22edf0747237d1be03047664af7cea7900%22	http://tutorio-bootstrap.frontendmatter.com/instructor-edit-course.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-edit-course.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:19	91879/91879	---M--	200	added ('OK')	text/html	etag:%223a24f4eda884608f792ffc1011a890e8%22	http://tutorio-bootstrap.frontendmatter.com/instructor-edit-quiz.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-edit-quiz.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:21	98029/98029	---M--	200	added ('OK')	text/html	etag:%2239b8a256730daea05451274c69efc0c5%22	http://tutorio-bootstrap.frontendmatter.com/instructor-earnings.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-earnings.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:23	96936/96936	---M--	200	added ('OK')	text/html	etag:%2210670beff7b22b2902246243fe9302fd%22	http://tutorio-bootstrap.frontendmatter.com/instructor-statement.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/instructor-statement.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:25	97656/97656	---M--	200	added ('OK')	text/html	etag:%22c131cc164da4ef598fb22d79438605d5%22	http://tutorio-bootstrap.frontendmatter.com/student-discussion.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-discussion.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:27	77056/77056	---M--	200	added ('OK')	text/html	etag:%229b5dd170794a875c83183f74a737452a%22	http://tutorio-bootstrap.frontendmatter.com/reset-password.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/reset-password.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:29	76765/76765	---M--	200	added ('OK')	text/html	etag:%224a70473c6e6dc30add162f706d45d8f9%22	http://tutorio-bootstrap.frontendmatter.com/change-password.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/change-password.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:31	91328/91328	---M--	200	added ('OK')	text/html	etag:%222042b4411216ce41d82ae565f7d5fb22%22	http://tutorio-bootstrap.frontendmatter.com/student-edit-account.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-edit-account.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:33	93450/93450	---M--	200	added ('OK')	text/html	etag:%22c2f5d7b82354017471fc12dedef4de75%22	http://tutorio-bootstrap.frontendmatter.com/student-edit-account-profile.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-edit-account-profile.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:35	92621/92621	---M--	200	added ('OK')	text/html	etag:%22e2f713454fc97df3869cff9b0d1e7a79%22	http://tutorio-bootstrap.frontendmatter.com/student-edit-account-notifications.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-edit-account-notifications.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:37	91015/91015	---M--	200	added ('OK')	text/html	etag:%22a1778541e4624fab8796e9e53c49d540%22	http://tutorio-bootstrap.frontendmatter.com/student-edit-account-password.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-edit-account-password.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:39	92431/92431	---M--	200	added ('OK')	text/html	etag:%226f5db4bc681a495e1afe6ac0459c53a5%22	http://tutorio-bootstrap.frontendmatter.com/student-billing.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-billing.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:41	95399/95399	---M--	200	added ('OK')	text/html	etag:%22c5ab49a53efbcfed5b436f2792d3dda0%22	http://tutorio-bootstrap.frontendmatter.com/student-billing-upgrade.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-billing-upgrade.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:43	96387/96387	---M--	200	added ('OK')	text/html	etag:%22f826c53d292f08d5a99f65ad6c62fd65%22	http://tutorio-bootstrap.frontendmatter.com/student-billing-payment.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-billing-payment.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
00:18:45	96364/96364	---M--	200	added ('OK')	text/html	etag:%22655058c337c05fed9cbbe6ab6bb949a5%22	http://tutorio-bootstrap.frontendmatter.com/student-billing-history.html	tutorial%20videos/tutorial%20videos/tutorio-bootstrap.frontendmatter.com/student-billing-history.html	(from http://tutorio-bootstrap.frontendmatter.com/index.html)
